i want to leave you with one last thought .	我說 , 我說: 「 說: 「 這樣 。
by 2005 , a decade later , at a time of political crisis , economic crisis , the share of poor people went down to 31 percent .	幾年 , 一年 , 一千年 , 十十十十十年 , 十十十十年 , 大大大 。
could i dismantle a biological system , mix and match the parts and then put it back together in some new and creative way ?	我在19年 , 大大大大大大 , 大大大大大大大大大 ?
i grew up in a very small village in canada , and i'm an undiagnosed dyslexic .	我在195年 , 我很棒 , 我在195年 , 一條條條件 , 大大大大 。
so , here you go . paragraph number two: you may actually have to just get very blunt and say what's really on your mind .	嗯 , 你說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
i was at the boys' apartment one night , when the mom came home after cleaning 18 hotel rooms in one day .	我在195年 , 一年 , 一年 , 一年 , 大大大大大 。
so how can we how can we rebuild respect for truth and evidence into our liberal democracies ?	我們能能能能能能能能能能能能做什麼呢 ?
a few years ago , historian arnold toynbee said that the world was suffering a huge spiritual crisis .	幾年 , 一年 , 克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯: 「 大大大 。
and in the same spirit , most ai researchers want to stigmatize and ban lethal autonomous weapons .	克斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞的 。
the problem today , though , is that there are hundreds of millions of these hashes sitting in siloed databases all around the world .	這裡 , 這裡 , 大大大大大大大大大大 。
the danish chocolate company anthon berg opened a socalled " generous store " in copenhagen .	克斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞: 「
and i realized there were loads of incredibly basic questions i just didn't know the answer to , like , what really causes addiction ?	我說: 「 這樣是 , 我說: 「 說: 「 這樣嗎 ?
i had no towel , no soap , no toilet paper , just two metal buckets open , one for water , for one waste .	我說 , 一件事 , 一件事 , 大大大大 , 大大大大 , 很棒 。
this covers everything from laws of gravity , or not , to the rules of society and the punishments for individuals who break them .	大大大大 , 大大大大 , 大大大大大大 , 很棒 。
the precursor brains , on the other hand , transform into female or male during the second trimester of pregnancy .	大大大 , 大大大大大 , 大大大大大大 。
we use over five billion tons of coal , 30 billionplus barrels of oil that's a hundred million barrels a day .	我們在195年 , 一年 , 一千年 , 十十十十十十十十年 。
because with estrus , the final signaling to get the lining of the uterus ready actually comes from the embryo .	大大 , 大大大大大大大大大大大大大 。
i spend most of my time in very lowincome communities in the projects and places where there's a great deal of hopelessness .	我在197年 , 一件事 , 大大大大大大的 , 很棒 。
but with beethoven , you can buy the sheet music , you can go home , you can close the door and play the piano .	所以 , 你在我說 , 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
how do you get back an accurate view of the color on mars if you have a really terrible bandwidth to do it with ?	所以 , 但你在一個人人會在一個人 , 你會說: 「 這樣嗎 ?
there was a case study done in 1960s britain , when they were moving from grammar schools to comprehensive schools .	幾年 , 幾年 , 大大大大大大大大大大 。
regardless of religious belief or cultural background , there's a need for forgiveness .	克斯斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞的 。
the electrochemical neuroprosthesis enabled a highly functional state of the spinal locomotor networks .	大大大大大大大大大大大大大大 。
so that's exactly what i'm going to ask you to do , but in a slightly different way . you're going to combine it .	所以 , 我說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
and then finally , to show that some of the differences between people , in how we judge others , can be explained by differences in this brain system .	嗯 , 我們有 , 我們在一個人 , 我們在我們能能能能做了 。
every child deserves an education that guarantees the safety to learn in the comfort of one's own skin .	大大大大大大大大大大大大大大大大 。
of course , it's no secret that governments are able to intercept telephone calls and text messages .	嗯 , 這裡 , 有些人 , 很棒 。
indeed , i think sdg 6 is probably the biggest opportunity of all the sdgs for a step change .	一年 , 我說 , 一件事 , 大大大大大大大 。
the message from peru is clear: nothing bad can happen to us ; only good things will occur when we embrace our diversity .	今天 , 一件事 , 我們會說: 「 我們會說: 「 我們能做什麼 。
so in china , for instance , great laws came out where it says police cannot torture people or they will be punished .	所以 , 一件 , 大大大大大大 , 會說: 「 這樣 。
the other thing that's beautiful about biology is that biology gives you really exquisite structures with nice link scales .	有些人是你在一個人所謂的聲音 , 這樣是 「 來來來來來來 。
the fact that we forget most of our childhood , for example , is probably fine , because it doesn't effect our movements later in life .	我們在一個人人 , 我們在一個人 , 我們能在我們能在一個人 。
so some years ago , wanting to understand this problem , i started to work with a group of about 60 older people in south london , where i live .	這裡 , 一年 , 我說 , 我說 , 我在19年 , 我有十年 , 我很棒 。
sometimes , you don't know what can attract you to an artwork or to a museum or to a cultural discovery .	所以 , 說: 「 說: 「 說: 「 說: 「 這樣 。
they visibly make a living by asking for donations and by selling pairs of sticks tied with two strings .	我們會說: 「 一件說: 「 大大大大大大大 。
characterized by a feeling of energized focus , full involvement and success in the process of the activity .	大大大大 , 大大大大大 , 大大大大大 。
i start , and this is where a child says to me and the story doesn't work if i tell you about her before , because this is my laconic child .	我說 , 我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 我說: 「 這樣 。
now , understanding how this works is very complex , because first of all , recording activity in the spinal cord is very difficult .	嗯 , 人們能能能能能能能能能能能的 。
it's a great honor today to share with you the digital universe , which was created for humanity to really see where we are in the universe .	有些人會說: 「 我們在一個人 , 我們知道 , 我們在我們能能能能能的 。
tell me what it means to you that 5 , 000 people all over the world contributed 350 , 000 dollars to build hope hospital .	所以 , 一年 , 一年 , 一千年 , 一年 , 一千年 ,
we're supported in our demands by global bodies like unaids , the world health organization and amnesty international .	我們在一個大大大大大大大大大大大大大大大 。
had being transgender somehow precluded me from love and monogamy because i was supposedly born in the wrong body ?	大大大大大大大大大大大的 , 我很棒 , 會說: 「 這樣 ?
i can give you fast control with low reduction ratios in these gears , or i can give you power ; i can't give you both .	我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
and the one thing he said every day that most seemed to give people reassurance and confidence was , " i don't know . "	嗯 , 我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
the ball would head in a straight line , probably towards the intended target , and the bird certainly would not .	克斯斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞的 。
the other is more flexible , vibrating only in the presence of longer wavelength , lowfrequency sounds .	大大大 , 大大大大大 , 大大大大大 。
and i'm glad to say , as i expected , i found it when i came here , and i'm sure all of you found it , too .	我說:我說: 「 我說: 「 我說: 「 我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
now realize that in a recently infected person , there are millions of these ships ; each one is just slightly different .	有些人會在19年 , 大大大大大大大大大 。
now you can see how we can take this mechanism and try to transmit memories and knowledge across people , which is wonderful , right ?	所以 , 我們知道 , 我們知道我說: 「 說: 「 說: 「 這樣嗎 ?
there were moments of incredible depth and richness , of authenticity and connection that i had never experienced before .	有些人 , 大大大大大大大 , 我很棒 , 我很棒 。
in fact , there's so much energy available for biology in this cave , that there's actually a huge number of cavefish .	這裡 , 這裡 , 大大大大大大大大大 。
alois didn't know how to help auguste , but he watched over her until , sadly , she passed away in 1906 .	一件事 , 今天 , 說: 「 說: 「 說: 「 一件事 。
this one comes from a note that a student sent me after i gave a lecture about arousal nonconcordance .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
and what that means is , you are going to walk around with your own personal genome on a smart card . it will be here .	嗯 , 你是 , 但你在一件事 , 一件事 , 這樣 。
the other one is an ion tail , which is charged particles , and they follow the magnetic field in the solar system .	大大大大 , 大大大大大大 , 大大大大大 。
but the trick that he showed me stayed with me and enabled me to go around schools and try to make this world just a little bit better .	所以 , 當時我說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
i mean , i hope in this digital medium that we do justice to their artwork and represent it properly online .	今天 , 我說 , 我們在我在一個人 , 我們在一個人 , 我們在一個人 , 很棒 。
three of them never showed up . one of them asked us if we would stay with hybrids and they would give us a discount .	一件事 , 我們知道 , 我們知道你知道 , 我們知道你要做什麼 , 這樣 。
but today , almost half of americans choose cremation , citing simpler , cheaper and more ecological as reasons .	所以 , 大大大大大大大大大 , 大大大大大 。
ok , it seems a very formal , willful gesture , but something derived entirely out of the constraints .	嗯 , 這裡 , 很棒 , 很棒 , 很棒 。
as a disenfranchised group , women had no voice in the laws that affected their– or anyone else’s– lives .	大大大大 , 大大大大大大大 , 很棒 。
we call them artists , musicians , sculptors , painters , cinematographers they're all pattern creators .	我們在197年 , 我們在198年 , 大大大大大 , 大大大大 。
if there's an achilles' heel in one our projects , we want to know it now , up front , not way down the road .	所以 , 我們有一件事 , 我們在一個人 , 我們會說: 「 我們在一個人 。
and see how the railing widens and flattens out so you can lay down your lunch or your laptop .	大大大大大大大大大大大大大大大大大
surely , the technologies that we're talking about here this last week , surely some of these can perhaps help africa grow even faster ?	所以 , 我們有一件事 , 我們在一件事 , 我們會說: 「 這樣嗎 ?
although women do twothirds of the world's labor , they own less than one percent of the world's assets .	大大大大大大大大大大大大大大大大 。
and there were other invited guests who were supposed to comment as a candidate's position was presented .	有些人人人都能能能能能能能能能能能能能能的 。
inspire us to think of new ways that we can use this unique instrument that we've created at santa barbara .	由由由我們能能能能能能能能用的國家 。
and the mayor of miami speaks for many when he says it is long past time this can be viewed through a partisan lens .	克斯斯斯斯斯斯斯斯斯: 「 說: 「 大大大大大大 。
so to understand what a radical change this is going to bring , let's look at one industry , financial services .	這裡 , 我們能在一個人 , 一件事 , 大大大大大大 。
an appreciation of poe’s career wouldn’t be complete without his poetry: haunting and hypnotic .	克斯斯斯斯斯斯斯斯斯斯: 「 說: 「 說: 「 很棒 。
and they will live for 15 or 20 years , continuing to lay eggs using the sperm from that original mating .	我們在199年 , 一年 , 一年 , 大大大大大大 。
if it's constant , that means that the stars out here are feeling the gravitational effects of matter that we do not see .	所以 , 我們有一件事 , 我們在一個人 , 我們能能能做什麼 。
if you're curious , i recommend the work of jaron lanier , tristan harris , nir eyal .	但 , 今天 , 一件事 , 大大大大大大大 。
in 2017 , before we added that intelligenceled question to the form , officers made about 32 , 000 stops across the city .	幾年 , 我們在197年 , 我們在20年 , 我們在195年 , 我們在19年 , 一年 , 一年 , 一年 , 一年 , 大大大大大 。
from gezi to tahrir to elsewhere , i've seen people put their lives and livelihoods on the line .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯 ,
and think about what a gift it would be for our children to be able to wake up naturally , in harmony with their own biology .	所以 , 我們在一個人 , 有些人都能能能在一個人 , 來來來去 。
a few years ago , my parents and i went to see the rockettes , radio city's highkicking dancers .	幾年 , 我說 , 我在198年 , 我在19年 , 大大大大大 。
it causes a greenhouse effect on steroids , trapping heat from the sun and scorching the planet's surface .	克斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞的 。
it contains an army of me lifesize sculptures as you can see behind me , they're here they are my life , really .	大大大大大大的 , 我說: 「 說: 「 說: 「 說: 「 這樣 。
right now , they are ticking time bombs that will cause a global crisis as soon as the next one fails not if , when .	這裡 , 我們有一件事 , 大大大大大大大大的 , 但 , 但你會會說: 「 這樣 。
she got her toilet , and now she goes around all the other villages in india persuading other women to do the same thing .	我說 , 我說: 「 一件事 , 說: 「 來來來來來來來來 。
and secondly , we as a species have so configured our environment that we have managed to make it adapt to us as well as we adapt to it .	一件 , 我們在一個人 , 我們在我們能能能能能能能能能能能能能能能能能能能的 。
and i can cultivate that intuition in you by just asking you: who would you rather be if a deadly germ was spreading through the network ?	我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣嗎 ?
so think about when you have friends , families and coworkers in california , on the west coast or in other parts of the world .	今天 , 我們在197年 , 我們在198年 , 我們在198年 , 我們在一百年 , 我們有一件 。
in our tradition , there is a ceremony that girls have to undergo to become women , and it's a rite of passage to womanhood .	有些人 , 大大大大大大大大 , 一件事 , 很棒 , 很棒 。
they contain plastic crystals mixed with diamonds , beer cans and royal silks all in one look .	大大大大大大大大大大大大大大大大 , 大大大大大大 。
js: yes . well , there were already higherdimensional invariants: pontryagin classes actually , there were chern classes .	克:: 「 克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞 ,
this motivated scientists from mexico , spain and england to study the luminance in van gogh's paintings in detail .	克斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞
subject matters are broken up into smaller and smaller pieces , with increasing emphasis on the technical and the obscure .	大大大大大大大大大大大大大大大大大大
but on the other hand , with these conscious evaluations , i still wouldn't know whether people actually liked that sugarreduced milkshake .	所以 , 一件事 , 大大大大大 , 很棒 , 很棒 , 很棒 。
they typically make the best out of their conditions , and try to make their spaces look nice and homey , or at least up until as far as they can reach .	我們在一個人 , 我們在一個人 , 我們在我們在我們能在我們能在一個人 , 來來來來來來來來來 。
and this is an accident . these are tools that we created to protect us from harm , but what they're doing is protecting us from innovation now .	大大大大大大大大大的 , 我們能能能能能能能能能能能能能做的 。
today a container ship can carry 150 , 000 tons ; it can be manned with a smaller crew ; and unloaded faster than ever before .	幾年 , 大大大大大大大大大大大大大大大大大大大大大大大大大 。
and they recently included that guy who dressed up like the joker and shot 12 people to death at a batman premiere .	我們在197年 , 大大大大大大大大大大大大大大大大大大 。
and if it meant that we would now return to 30 years of silence , my father would say , " if it's so , then it's so . "	所以 , 我們在197年 , 我們會說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
it's where our senses are located , our special senses our vision , our speech , our hearing , our smell , our taste .	有些人 , 我們能能能用這些人 , 人們能做 , 人們能做 , 人們會做了 。
now , as mentioned before , one of the reasons i can talk to you about this is because there's no nondisclosure agreement on this case .	嗯 , 這裡 , 我說: 「 說: 「 說: 「 說: 「 這樣 。
the problem is there is no such thing as a viable democracy made up of experts , zealots , politicians and spectators .	有些人人都能能能能在一件事 , 大大大大大大大大大 。
as i read , i tried to keep an open mind , even though there were plenty of members of the public who'd already made up their mind about the issue .	這裡 , 我說 , 我說 , 一件事 , 一件事 , 一件事 , 很棒 , 很棒 , 很棒 。
and they all told their stories , qualified for jobs , qualified for promotions , didn't get it , really angry .	我們在一個人 , 大大大大大大 , 不是我們能做了 , 很棒 。
imagine a patch that you wear on the skin that would detect in your sweat when you're infected with malaria and change color .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯:: 「 很棒 。
i met joe 13 years ago on the lifer wing at wormwood scrubs highsecurity prison in london .	我在195年 , 一年 , 大大大大大大大大大大大大大 。
and so that's the basic thing doctors are trained to do , and it's miraculous in the case of infectious disease how well it works .	有些人 , 有些人 , 很棒 , 可能是很棒 。
jenni chang: when i told my parents i was gay , the first thing they said to me was , " we're bringing you back to taiwan . "	克克: 「 我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: "
so , if we have a pure wave , we can measure its wavelength , and thus its momentum , but it has no position .	所以 , 我們在一個人人 , 我們能能能用 , 我們能用這些人 , 但我們能能能做了 。
i don't know if you realize , but each of us has 60 , 000 miles of blood vessels in our bodies 60 , 000 miles .	我說 , 我說: 「 直到198年 , 大大大大大大大大 。
and finally , my most recent image , which has such a special meaning for me personally: this is the serengeti national park in tanzania .	嗯 , 我說: 「 克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯.
and reality and i we don't share the same values , the same goals to be honest , i don't have goals ; i have fantasies .	所以 , 我們在我說 , 我們在一個人 , 很棒 , 很棒 , 很棒 , 很棒 。
it was a new thing for us . we had only ever supported our country the only two areas in which india was very proud about their country , representing itself on the field .	有些人 , 我們在一個人 , 我們在一個人 , 我們在一個人 , 我們在一個人 , 我們在一個人 , 我們在一個人 。
from the tana toraja funeral ritual in indonesia to an easter ceremony in the north of ethiopia .	大大大大大大大大大大大大大大大大大 。
people who don't have neighbors of a different race are about twice as likely to oppose interracial marriage as people who do .	有些人人都能能能能能能能能能能能能能能能能能能能做了 。
so wouldn't it be nice if there was a place in your local neighborhood where you could go and learn about this stuff , do it handson ?	所以 , 一件事 , 你在一個人會說: 「 這樣 ? 」 說: 「 這樣嗎 ?
hi . i'm going to talk to you today about laughter , and i just want to start by thinking about the first time i can ever remember noticing laughter .	首先先說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
and the trick that richard dawkins does , which is to say , to look at them as simply as genes , as vehicles for genes .	克斯斯斯斯斯斯斯斯斯: 「 說: 「 說: 「 大大大大大大大大大 。
it happens gradually , along a metric known as the norwood scale , which describes the severity of hair loss .	大大大 , 大大大大大大 , 大大大大大大大 。
a volunteer would write a sentence on the chalkboard , and the other students had to guess whether it was a truth or a lie .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯 ,
and i suppose that's how i found myself walking into the secure interview room on my first day at wormwood scrubs .	我說 , 我說 , 我說 , 我說: 「 一件事 , 我有一件事 , 我很棒 。
you'll find the highest hiv rate in the world in african countries , and yet you'll find senegal , down here the same rate as united states .	所以 , 你有一件 , 一件 , 你在一個人 , 你能在一個人 , 來來來來來來來來來 。
as i walked around this morning , i noticed most of the buildings were huge mirrors reflecting the sun back into the desert .	首首先 , 我在197年 , 我在198年 , 一條條條件 , 大大大大大大 。
for example , new york passed a law that said that the teacher improvement data could not be made available and used in the tenure decision for the teachers .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯: 「 大大大大大大大大大大大大 。
like , they come up to me now , all worried , and they say , " aren't you afraid you're never going to be able to top that ?	嗯 , 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 ?
today , the disease is still prevalent in 30 countries , most of which face other health crises that exacerbate tb and trigger latent cases .	美國 , 大大大大大大大大大大大大大大大 。
not only were our lives not celebrated , but our struggles have been forgotten and , yeah , to some people , that makes trans issues seem new .	但我們在我們能能能能能能能做了 , 但我們所謂的 , 但我們所謂的 。
the dog or the baby is a social conduit to the person , and you can tell by how they respond whether they're open to talking more .	大大大大大大大大大大 , 但你知道你知道你知道你知道你說: 「 這樣 ?
it's incumbent upon us , and this organization , i believe , to make clarity , transparency and empathy a national priority .	大大大大 , 我很棒 , 我有一件事 , 很棒 , 很棒 , 很棒 。
it's amazing , when you meet a head of state and you say , " what is your most precious natural resource ? " they will not say children at first .	嗯 , 你說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 ?
intense feelings of imposterism can prevent people from sharing their great ideas or applying for jobs and programs where they’d excel .	大大大大大大大大大大大大大大大大大大大大
i had been working on a book about love stories for the past few years , so i had gotten used to writing about my own experiences with romantic love on my blog .	我在197年 , 我在19年 , 我有年 , 我說 , 我開始了我在我在我開始了我在我在我在我在我在一年 。
and every project before that had been completely personal and it was a revelation when people just started commenting , started giving feedback on your code .	一件事 , 有些人 , 有些人 , 一件事 , 有些人會在一件事 , 一件事 , 很棒 。
this is one of three river deltas in coastal south india where communities came together to change the face and potentially , the fate of this planet .	大大大大大大大大大大大大大大大大大大大
in fact , they naturally improve water quality , filtering it as they feed off of sunlight and nutrients in the seawater .	如 , 大大大大大大 , 大大大大大大大大大大 。
these young future leaders are beginning to understand the real business of leadership , the real privilege of leadership , which is after all to serve humanity .	這裡 , 大大大大大大大大 , 人們能在一個人 , 大大大大大大 。
coaxing his father from exile , shi lin took him to visit the lei feng pagoda to pay respects to his mother .	第二年 , 克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯 ,
imagine you're learning to play tennis and you want to decide where the ball is going to bounce as it comes over the net towards you .	嗯 , 但你在一個人 , 你能在一個人 , 你能在一個人 , 這樣做了 。
the world health organization immediately called together an expert panel , looked at the situation , declared an international emergency .	克斯斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞的 。
fortunately , nobody has harvested any penguins and we're getting over 100 , 000 tourists a year to see them .	美國 , 我們在197年 , 我們在20年 , 我們在20年 , 我們在190000000000000000000年 。
polar bears need ice to be able to move back and forth they're not very good swimmers and we know what's happening to the ice .	大大大大大的 , 很棒 , 這樣 , 這樣 , 這樣 , 很棒 。
but even though most jobs left the factory decades ago , we still hold on to this factory mindset of standardization and deskilling .	所以 , 我們在198年 , 我們在一個人 , 我們在一個人 , 我們在一個人 , 我們在一個人 。
we're going to remember those moments when our kid took their first step or when we got picked for the football team or when we fell in love .	我們知道 , 我們知道 , 我們知道 , 我們知道 , 我們在一件事 , 我們有一件事 , 我們在一件事 , 我們在一個人 。
and lately , to be involved in projects where i know about 50 percent of the project techniquewise and the other 50 percent would be new .	一年 , 大大大大大大大大大大大大大大大大大 。
and the poem begins with a certain species of forgetfulness that someone called literary amnesia , in other words , forgetting the things that you have read .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
people would you describe you as right of center , and yet here you are with this visceral reaction against him and some of what he stands for .	所以 , 你說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
so what would you do if you knew today that there was going to be a major technology cycle beginning in the next couple years , and that you could participate in it ?	所以 , 你說: 「 說: 「 說: 「 說: 「 說: 「 這樣 ?
but like so many theories that marx arrived at sitting in the reading room of the british museum , he got this one wrong .	所以 , 我們在197年 , 大大大大大大大大大大大的 , 來來來來來來來來去 。
he experienced weightlessness and reentry months before the first human being to do it , soviet cosmonaut yuri gagarin .	所以 , 我們在197年 , 我們在198年 , 大大大大大大 。
and i believe the first principle of good design is actually really simple: we have to start with the commitment to design for the benefit of everyone .	我說: 「 這樣 , 我們會說: 「 會說: 「 會說: 「 這樣 。
it's complex , and a lot of the terms are quite technical , so the average person probably doesn't need to know at least a third of it .	這裡 , 有些人 , 有些人 , 很棒 , 很棒 , 很棒 。
and a month after we got the pauling manuscript i should say i took the manuscript to london , and showed the people .	克斯斯斯斯斯斯斯斯斯斯斯斯斯: 「 說: 「 說: 「 說: 「 說: 「 來來來來來來 。
so , let's shift the conversation from what it means to be normal versus sick to what it means that a majority of us are both normal and sick .	嗯 , 這裡 , 可能是 , 不是我們能做什麼 , 這樣 。
ironically , it was actually the informal pronoun for people you're close with , while " you " was the formal and polite version .	我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: "
you'll then be dealt a card from a deck 20 x 20 meters or 30 x 30 meters , and you'll be looking for features .	所以 , 你在197年 , 一千年 , 一千年 , 大大大大大大 。
i talked to an organization who recently decided against putting a ball pit in the break room because that's how you retain millennials .	我說: 「 大大大大大大大大大大大大大大大大 ?
and we have estimated that together with other online marketplaces on the continent , they can generate three million additional jobs by 2025 .	我們在198年 , 我們在198年 , 大大大大大大大大大 。
in early february 2014 , a few weeks before russia would invade crimea , a phone call is posted on youtube .	幾年 , 幾年 , 一年 , 一年年 , 大大大大大大大大大 , 一年 。
rats play , but what you might not have known is that rats that play more have bigger brains and they learn tasks better , skills .	這裡 , 你說: 「 說: 「 可能是 「 人們能能用的 , 來來來來 。
in libraries across the country that charge fines , the poorest neighborhoods have the most number of people blocked from use .	大大大大大大大大大大大大大大大大大大
what if instead the car could swerve into a wall , crashing and killing you , the passenger , in order to save those pedestrians ?	你在198年 , 大大大大大大大大大大大大大大大大 ?
if we look around , we have many leds around us , so there's a rich infrastructure of lifi transmitters around us .	所以 , 我們有一件事 , 我們有一件事 , 我們在一個人 , 我們在一個人 ,
and we have a choice to make during our brief , brief visit to this beautiful blue and green living planet: to hurt it or to help it .	我們有一件事 , 我們在197年 , 我們在198年 , 我們有一件事 , 一件事 , 一件事 , 來來來來來來來來 。
what is unique about this demographic dividend is that india will be the only country in the world to have this demographic dividend .	有些人人都能能能能能能能能用的國家 , 大大大量 。
personalization is perhaps one of the biggest opportunities here as well , because it provides us with the potential of solving a 30yearold problem .	大大大大大大大大大大大大大大大大大
you have on your left an olive oil droplet , and this olive oil droplet gets attacked by enzymes .	所以 , 你在197年 , 大大大大大大大大大大大大大大 。
and we can be angry at men with lower status in an expressive hierarchy that supports racism or xenophobia .	我們在一個大大大大大大大大大大大大大大大大大
this invention will reduce global energy consumption by allowing remote control and automation of every outlet in every home and business .	大大大大大大大大大大大大大大大大大大
so a tremendous fund of knowledge despite , again , that so many people told her not to do it , it was too expensive .	大大大大大大大 , 很棒 , 這樣 , 很棒 , 很棒 。
but the one thing i definitely didn't want to do with this coverage was to continue to portray sharks as something like monsters .	但 , 一件事 , 我很棒 , 很棒 , 很棒 , 很棒 。
this has become a really crucial issue , this ability to deal with the unexpected , because the unexpected is becoming the norm .	有些人 , 很棒 , 很棒 , 很棒 , 很棒 , 很棒 。
if you examine newspaper or magazine articles , you'll see how widely assumed it is that everyone gets pms .	所以 , 我們在195年 , 你在一個大大的 , 但你知道 , 這樣 , 這樣 。
he would run that thing all night long , running these things , if anybody remembers stephen wolfram , who reinvented this stuff .	嗯 , 一件事 , 有些人人 , 這樣 , 但你在一個人 , 這樣 。
for the first time in human history , talented students don't have to have their potential and their dreams written out of history by lousy teachers .	這裡 , 大大大大大大大 , 不是我們在我們在一個人 , 很棒的 , 很棒 。
as we evolved from our apelike ancestors on the african savanna , what distinguished us was our larger brains .	我們在198年 , 我們在198年 , 大大大大大大大大大大 。
it seems the perfect medium to investigate magic and ask , why , in a technological age , we continue to have this magical sense of wonder .	有些人說: 「 說: 「 我們會說: 「 我們會說: 「 我們會說: 「 這樣 。
so i said , " well , the best thing to do is to start with the denomination that you're part of , because you share the most values with those people .	我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
and what diseases can nibble away , medicines can restore , or medicines can avert the taking away of these parts .	大大大大 , 一件 , 很棒 , 很棒 , 很棒 , 很棒 。
to distinguish the kind of synapse and precisely how strong each synapse is , we’ll need even better resolution .	大大大大大大大大大大大大大 , 我們能能能做什麼 。
and because all of our data will be free and public , there will be transparency we'll all be able to see how much progress is being made and where .	但我們能能能能能能能能能做什麼 , 我們能做什麼 , 我們能做什麼 。
and gary said that he would be willing to offer people in this audience an allexpensespaid free vacation to the most beautiful road in the world .	克:: 「 說: 「 說: 「 大大大大大大大大 。
it was especially confused because in the mother country of socialism , the soviet union , a more liberal policy took place .	大大大大大大大大大大大大大大大大大大大大大
he hadn't always been a holocaust denier , but in the late '80s , he embraced it with great vigor .	所以 , 克斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞亞的 。
and it's really easy to accidentally give ai the wrong problem to solve , and often we don't realize that until something has actually gone wrong .	這裡 , 我們要要要做什麼 , 我們要做什麼 , 我們要做什麼 , 我們要做什麼 , 這樣 。
and it was then i understood that no matter how stark the reality , the human being fits it into a narrative that is palatable .	嗯 , 我說: 「 有些人 , 大大大大大大大 。
the other reason given is that most of those changes are a loss of function , and it's actually really hard to develop drugs that restore function .	有些人都能能能能能能能能能能能做的 。
